Name;Division;Anexo;Este;Norte;Punto
Lote I;Pampagrande;El Palmo;-79,46161851;-6,702121409;1
Lote I;Pampagrande;El Palmo;-79,46218356;-6,703478448;2
Lote I;Pampagrande;El Palmo;-79,46242244;-6,704052165;3
Lote I;Pampagrande;El Palmo;-79,46199136;-6,704239434;4
Lote I;Pampagrande;El Palmo;-79,46194867;-6,70430126;5
Lote I;Pampagrande;El Palmo;-79,46190982;-6,704362362;6
Lote I;Pampagrande;El Palmo;-79,46189971;-6,704482057;7
Lote I;Pampagrande;El Palmo;-79,46192612;-6,704603202;8
Lote I;Pampagrande;El Palmo;-79,46207748;-6,704901365;9
Lote I;Pampagrande;El Palmo;-79,46221712;-6,705287678;10
Lote I;Pampagrande;El Palmo;-79,46227802;-6,705407861;11
Lote I;Pampagrande;El Palmo;-79,46250435;-6,705587545;12
Lote I;Pampagrande;El Palmo;-79,46264477;-6,70571578;13
Lote I;Pampagrande;El Palmo;-79,46292142;-6,705920414;14
Lote I;Pampagrande;El Palmo;-79,46318353;-6,706106579;15
Lote I;Pampagrande;El Palmo;-79,46337389;-6,70629373;16
Lote I;Pampagrande;El Palmo;-79,46349918;-6,706433861;17
Lote I;Pampagrande;El Palmo;-79,46365158;-6,706610273;18
Lote I;Pampagrande;El Palmo;-79,46369;-6,70666474;19
Lote I;Pampagrande;El Palmo;-79,46375939;-6,706763114;20
Lote I;Pampagrande;El Palmo;-79,46383858;-6,706912914;21
Lote I;Pampagrande;El Palmo;-79,4638418;-6,706920334;22
Lote I;Pampagrande;El Palmo;-79,46388931;-6,707040233;23
Lote I;Pampagrande;El Palmo;-79,46388931;-6,707043802;24
Lote I;Pampagrande;El Palmo;-79,46390457;-6,707179649;25
Lote I;Pampagrande;El Palmo;-79,46388657;-6,707276921;26
Lote I;Pampagrande;El Palmo;-79,46388658;-6,707283502;27
Lote I;Pampagrande;El Palmo;-79,46385447;-6,707361534;28
Lote I;Pampagrande;El Palmo;-79,46384004;-6,707383932;29
Lote I;Pampagrande;El Palmo;-79,46381445;-6,707431304;30
Lote I;Pampagrande;El Palmo;-79,46380592;-6,707440707;31
Lote I;Pampagrande;El Palmo;-79,46374999;-6,707511708;32
Lote I;Pampagrande;El Palmo;-79,46366081;-6,70759807;33
Lote I;Pampagrande;El Palmo;-79,4633348;-6,70808648;34
Lote I;Pampagrande;El Palmo;-79,46325056;-6,708153149;35
Lote I;Pampagrande;El Palmo;-79,46288858;-6,708400998;36
Lote I;Pampagrande;El Palmo;-79,46286959;-6,708430922;37
Lote I;Pampagrande;El Palmo;-79,46297715;-6,709072319;38
Lote I;Pampagrande;El Palmo;-79,46297991;-6,709198227;39
Lote I;Pampagrande;El Palmo;-79,46292039;-6,709491199;40
Lote I;Pampagrande;El Palmo;-79,4629237;-6,709571989;41
Lote I;Pampagrande;El Palmo;-79,46304539;-6,709844221;42
Lote I;Pampagrande;El Palmo;-79,4631027;-6,710023186;43
Lote I;Pampagrande;El Palmo;-79,46311142;-6,710255953;44
Lote I;Pampagrande;El Palmo;-79,46308376;-6,710380929;45
Lote I;Pampagrande;El Palmo;-79,46300597;-6,710576161;46
Lote I;Pampagrande;El Palmo;-79,46273674;-6,710998026;47
Lote I;Pampagrande;El Palmo;-79,46264809;-6,711052885;48
Lote I;Pampagrande;El Palmo;-79,46259749;-6,711054158;49
Lote I;Pampagrande;El Palmo;-79,46254468;-6,711027361;50
Lote I;Pampagrande;El Palmo;-79,46227952;-6,710964878;51
Lote I;Pampagrande;El Palmo;-79,46222964;-6,710983718;52
Lote I;Pampagrande;El Palmo;-79,46216527;-6,711175022;53
Lote I;Pampagrande;El Palmo;-79,46218444;-6,711248512;54
Lote I;Pampagrande;El Palmo;-79,46227309;-6,711380516;55
Lote I;Pampagrande;El Palmo;-79,46236217;-6,71148974;56
Lote I;Pampagrande;El Palmo;-79,46245477;-6,711653673;57
Lote I;Pampagrande;El Palmo;-79,46253406;-6,711805928;58
Lote I;Pampagrande;El Palmo;-79,46264046;-6,711984105;59
Lote I;Pampagrande;El Palmo;-79,46275669;-6,712180132;60
Lote I;Pampagrande;El Palmo;-79,46277216;-6,712206194;61
Lote I;Pampagrande;El Palmo;-79,46282725;-6,712298947;62
Lote I;Pampagrande;El Palmo;-79,46294286;-6,71217716;63
Lote I;Pampagrande;El Palmo;-79,46348226;-6,712002575;64
Lote I;Pampagrande;El Palmo;-79,46366755;-6,711967772;65
Lote I;Pampagrande;El Palmo;-79,46380641;-6,711966823;66
Lote I;Pampagrande;El Palmo;-79,46411524;-6,712112488;67
Lote I;Pampagrande;El Palmo;-79,46446141;-6,712308918;68
Lote I;Pampagrande;El Palmo;-79,46460804;-6,712391529;69
Lote I;Pampagrande;El Palmo;-79,4647839;-6,71241276;70
Lote I;Pampagrande;El Palmo;-79,46511705;-6,712452981;71
Lote I;Pampagrande;El Palmo;-79,46557369;-6,712581475;72
Lote I;Pampagrande;El Palmo;-79,46573109;-6,712612229;73
Lote I;Pampagrande;El Palmo;-79,46580472;-6,712658881;74
Lote I;Pampagrande;El Palmo;-79,46601123;-6,713008155;75
Lote I;Pampagrande;El Palmo;-79,46602617;-6,713079547;76
Lote I;Pampagrande;El Palmo;-79,46605831;-6,713167635;77
Lote I;Pampagrande;El Palmo;-79,46613318;-6,713295041;78
Lote I;Pampagrande;El Palmo;-79,46615883;-6,713338687;79
Lote I;Pampagrande;El Palmo;-79,46622843;-6,71344167;80
Lote I;Pampagrande;El Palmo;-79,46634189;-6,713600853;81
Lote I;Pampagrande;El Palmo;-79,46648537;-6,713754102;82
Lote I;Pampagrande;El Palmo;-79,46681546;-6,713958879;83
Lote I;Pampagrande;El Palmo;-79,46698231;-6,714051147;84
Lote I;Pampagrande;El Palmo;-79,46709641;-6,71412698;85
Lote I;Pampagrande;El Palmo;-79,46725542;-6,714215827;86
Lote I;Pampagrande;El Palmo;-79,46737613;-6,714251083;87
Lote I;Pampagrande;El Palmo;-79,46758643;-6,714205743;88
Lote I;Pampagrande;El Palmo;-79,46768676;-6,714141239;89
Lote I;Pampagrande;El Palmo;-79,467489;-6,713979265;90
Lote I;Pampagrande;El Palmo;-79,46733042;-6,713798127;91
Lote I;Pampagrande;El Palmo;-79,4671958;-6,71360869;92
Lote I;Pampagrande;El Palmo;-79,46708278;-6,713396591;93
Lote I;Pampagrande;El Palmo;-79,46694491;-6,71309828;94
Lote I;Pampagrande;El Palmo;-79,4668629;-6,712918578;95
Lote I;Pampagrande;El Palmo;-79,46682967;-6,712833537;96
Lote I;Pampagrande;El Palmo;-79,46681558;-6,712747359;97
Lote I;Pampagrande;El Palmo;-79,46681596;-6,712625337;98
Lote I;Pampagrande;El Palmo;-79,46690813;-6,712186474;99
Lote I;Pampagrande;El Palmo;-79,46695825;-6,711927154;100
Lote I;Pampagrande;El Palmo;-79,46701761;-6,711541943;101
Lote I;Pampagrande;El Palmo;-79,4669909;-6,711469865;102
Lote I;Pampagrande;El Palmo;-79,46694056;-6,711414097;103
Lote I;Pampagrande;El Palmo;-79,46692891;-6,711409829;104
Lote I;Pampagrande;El Palmo;-79,46685871;-6,711379751;105
Lote I;Pampagrande;El Palmo;-79,46656317;-6,711302166;106
Lote I;Pampagrande;El Palmo;-79,46619966;-6,711177044;107
Lote I;Pampagrande;El Palmo;-79,46610237;-6,711116256;108
Lote I;Pampagrande;El Palmo;-79,46603463;-6,711073936;109
Lote I;Pampagrande;El Palmo;-79,46590482;-6,710925637;110
Lote I;Pampagrande;El Palmo;-79,46588037;-6,710854145;111
Lote I;Pampagrande;El Palmo;-79,46580887;-6,710672947;112
Lote I;Pampagrande;El Palmo;-79,46564224;-6,709949336;113
Lote I;Pampagrande;El Palmo;-79,46565858;-6,709504686;114
Lote I;Pampagrande;El Palmo;-79,46573172;-6,709074173;115
Lote I;Pampagrande;El Palmo;-79,46582677;-6,708256367;116
Lote I;Pampagrande;El Palmo;-79,46582793;-6,707950053;117
Lote I;Pampagrande;El Palmo;-79,46582673;-6,707498749;118
Lote I;Pampagrande;El Palmo;-79,46584524;-6,707307364;119
Lote I;Pampagrande;El Palmo;-79,4658884;-6,706846996;120
Lote I;Pampagrande;El Palmo;-79,4658909;-6,706758165;121
Lote I;Pampagrande;El Palmo;-79,46584297;-6,70630193;122
Lote I;Pampagrande;El Palmo;-79,46583118;-6,706198128;123
Lote I;Pampagrande;El Palmo;-79,46584753;-6,706114832;124
Lote I;Pampagrande;El Palmo;-79,46592042;-6,705736956;125
Lote I;Pampagrande;El Palmo;-79,46590475;-6,70562455;126
Lote I;Pampagrande;El Palmo;-79,46584075;-6,705260576;127
Lote I;Pampagrande;El Palmo;-79,46573416;-6,704625767;128
Lote I;Pampagrande;El Palmo;-79,46572706;-6,704583484;129
Lote I;Pampagrande;El Palmo;-79,46572667;-6,704419114;130
Lote I;Pampagrande;El Palmo;-79,46570339;-6,704200644;131
Lote I;Pampagrande;El Palmo;-79,46569208;-6,704143187;132
Lote I;Pampagrande;El Palmo;-79,46567121;-6,704083067;133
Lote I;Pampagrande;El Palmo;-79,46566778;-6,70407865;134
Lote I;Pampagrande;El Palmo;-79,46558969;-6,703978015;135
Lote I;Pampagrande;El Palmo;-79,46543009;-6,703872076;136
Lote I;Pampagrande;El Palmo;-79,46539195;-6,703846762;137
Lote I;Pampagrande;El Palmo;-79,46531645;-6,70380633;138
Lote I;Pampagrande;El Palmo;-79,46522486;-6,703761831;139
Lote I;Pampagrande;El Palmo;-79,46514331;-6,703722639;140
Lote I;Pampagrande;El Palmo;-79,46502465;-6,703670947;141
Lote I;Pampagrande;El Palmo;-79,464971;-6,703648647;142
Lote I;Pampagrande;El Palmo;-79,46487885;-6,703606931;143
Lote I;Pampagrande;El Palmo;-79,46483064;-6,703579724;144
Lote I;Pampagrande;El Palmo;-79,4648211;-6,703570011;145
Lote I;Pampagrande;El Palmo;-79,46481426;-6,703534873;146
Lote I;Pampagrande;El Palmo;-79,46479444;-6,703442935;147
Lote I;Pampagrande;El Palmo;-79,46461056;-6,702859671;148
Lote I;Pampagrande;El Palmo;-79,46459048;-6,702775867;149
Lote I;Pampagrande;El Palmo;-79,46455136;-6,702658507;150
Lote I;Pampagrande;El Palmo;-79,46451448;-6,702589006;151
Lote I;Pampagrande;El Palmo;-79,46446559;-6,70253502;152
Lote I;Pampagrande;El Palmo;-79,46436528;-6,702471302;153
Lote I;Pampagrande;El Palmo;-79,46431032;-6,702446008;154
Lote I;Pampagrande;El Palmo;-79,46424937;-6,702421891;155
Lote I;Pampagrande;El Palmo;-79,46417166;-6,702397722;156
Lote I;Pampagrande;El Palmo;-79,46405681;-6,702392577;157
Lote I;Pampagrande;El Palmo;-79,463991;-6,702391175;158
Lote I;Pampagrande;El Palmo;-79,46390363;-6,70239808;159
Lote I;Pampagrande;El Palmo;-79,46376247;-6,702385674;160
Lote I;Pampagrande;El Palmo;-79,46364413;-6,702348219;161
Lote I;Pampagrande;El Palmo;-79,46350906;-6,702302337;162
Lote I;Pampagrande;El Palmo;-79,4633836;-6,702243325;163
Lote I;Pampagrande;El Palmo;-79,4632284;-6,702129191;164
Lote I;Pampagrande;El Palmo;-79,46313294;-6,702045151;165
Lote I;Pampagrande;El Palmo;-79,4630912;-6,702000757;166
Lote I;Pampagrande;El Palmo;-79,46304355;-6,701933615;167
Lote I;Pampagrande;El Palmo;-79,46300666;-6,701866507;168
Lote I;Pampagrande;El Palmo;-79,46297822;-6,701777891;169
Lote I;Pampagrande;El Palmo;-79,46293086;-6,701618635;170
Lote I;Pampagrande;El Palmo;-79,46289415;-6,701494105;171
Lote I;Pampagrande;El Palmo;-79,4628602;-6,701385952;172
Lote I;Pampagrande;El Palmo;-79,46265791;-6,701416272;173
Lote I;Pampagrande;El Palmo;-79,46233846;-6,70153607;174
Lote I;Pampagrande;El Palmo;-79,46150489;-6,701848534;175
Lote I;Pampagrande;El Palmo;-79,46161851;-6,702121409;176
